55;Valladolid;Murcia;2;0;
56;Cult. Leonesa;Barakaldo;1;1;
56;Cordoba;Osasuna;4;0;
56;Gimn. Tarragon;Mallorca;0;1;
56;Hercules;Elche;2;1;
56;Logrognes;Valencia B;1;1;
56;Murcia;Sevilla;2;0;
56;Pontevedra;Rayo Vallecano;2;1;
56;Rac. Santander;Cadiz;1;0;
56;Sabadell;Valladolid;1;0;
56;Tenerife;Sant Andreu;0;1;
57;Barakaldo;Tenerife;1;1;
57;Cadiz;Cordoba;1;1;
57;Elche;Murcia;1;1;
57;Mallorca;Cult. Leonesa;2;0;
57;Osasuna;Pontevedra;2;0;
57;Rayo Vallecano;Gimn. Tarragon;4;0;
57;Sant Andreu;Hercules;2;1;
57;Sevilla;Sabadell;2;1;
57;Valencia B;Rac. Santander;2;1;
57;Valladolid;Logrognes;0;0;
58;Cult. Leonesa;Rayo Vallecano;3;1;
58;Cadiz;Osasuna;1;0;
58;Cordoba;Valencia B;0;0;
58;Gimn. Tarragon;Pontevedra;0;0;
58;Hercules;Barakaldo;2;0;
58;Logrognes;Sevilla;3;1;
58;Murcia;Sant Andreu;1;0;
58;Rac. Santander;Valladolid;2;0;
58;Sabadell;Elche;1;0;
58;Tenerife;Mallorca;1;0;
59;Barakaldo;Murcia;0;1;
59;Elche;Logrognes;3;1;
59;Mallorca;Hercules;1;0;
59;Osasuna;Gimn. Tarragon;2;1;
59;Pontevedra;Cult. Leonesa;0;0;
59;Rayo Vallecano;Tenerife;2;0;
59;Sant Andreu;Sabadell;4;1;
59;Sevilla;Rac. Santander;1;0;
59;Valencia B;Cadiz;1;1;
59;Valladolid;Cordoba;2;1;
60;Cult. Leonesa;Gimn. Tarragon;2;0;
60;Cadiz;Valladolid;3;2;
60;Cordoba;Sevilla;0;0;
60;Hercules;Rayo Vallecano;1;1;
60;Logrognes;Sant Andreu;1;3;
60;Murcia;Mallorca;1;0;
60;Rac. Santander;Elche;0;0;
60;Sabadell;Barakaldo;3;0;
60;Tenerife;Pontevedra;3;1;
60;Valencia B;Osasuna;0;1;
61;Barakaldo;Logrognes;2;1;
61;Elche;Cordoba;1;0;
61;Gimn. Tarragon;Tenerife;0;0;
61;Mallorca;Sabadell;3;0;
61;Osasuna;Cult. Leonesa;1;0;
61;Pontevedra;Hercules;1;1;
61;Rayo Vallecano;Murcia;2;0;
61;Sant Andreu;Rac. Santander;2;0;
61;Sevilla;Cadiz;2;0;
61;Valladolid;Valencia B;0;0;
62;Cadiz;Elche;1;1;
62;Cordoba;Sant Andreu;4;0;
62;Hercules;Gimn. Tarragon;0;0;
62;Logrognes;Mallorca;1;0;
62;Murcia;Pontevedra;3;0;
62;Rac. Santander;Barakaldo;2;1;
62;Sabadell;Rayo Vallecano;1;1;
62;Tenerife;Cult. Leonesa;4;1;
62;Valencia B;Sevilla;0;0;
62;Valladolid;Osasuna;2;0;
63;Barakaldo;Cordoba;3;2;
63;Cult. Leonesa;Hercules;1;4;
63;Elche;Valencia B;4;1;
63;Gimn. Tarragon;Murcia;0;1;
63;Mallorca;Rac. Santander;0;0;
63;Osasuna;Tenerife;1;1;
63;Pontevedra;Sabadell;0;0;
63;Rayo Vallecano;Logrognes;1;0;
63;Sant Andreu;Cadiz;2;4;
63;Sevilla;Valladolid;0;0;
64;Cadiz;Barakaldo;3;1;
64;Cordoba;Mallorca;2;0;
64;Hercules;Tenerife;3;1;
64;Logrognes;Pontevedra;0;0;
64;Murcia;Cult. Leonesa;0;1;
64;Rac. Santander;Rayo Vallecano;2;1;
64;Sabadell;Gimn. Tarragon;3;2;
64;Sevilla;Osasuna;1;1;
64;Valencia B;Sant Andreu;1;1;
64;Valladolid;Elche;0;0;
65;Barakaldo;Valencia B;4;2;
65;Cult. Leonesa;Sabadell;0;0;
65;Elche;Sevilla;1;0;
65;Gimn. Tarragon;Logrognes;2;2;
65;Mallorca;Cadiz;0;0;
65;Osasuna;Hercules;1;0;
65;Pontevedra;Rac. Santander;4;0;
65;Rayo Vallecano;Cordoba;3;0;
65;Sant Andreu;Valladolid;2;2;
65;Tenerife;Murcia;2;0;
66;Cadiz;Rayo Vallecano;2;3;
66;Cordoba;Pontevedra;2;1;
66;Elche;Osasuna;1;0;
66;Logrognes;Cult. Leonesa;1;0;
66;Murcia;Hercules;2;0;
66;Rac. Santander;Gimn. Tarragon;1;1;
66;Sabadell;Tenerife;1;0;
66;Sevilla;Sant Andreu;0;0;
66;Valencia B;Mallorca;1;3;
66;Valladolid;Barakaldo;4;0;
67;Barakaldo;Sevilla;2;1;
67;Cult. Leonesa;Rac. Santander;1;2;
67;Gimn. Tarragon;Cordoba;1;1;
67;Hercules;Sabadell;0;0;
67;Mallorca;Valladolid;0;1;
67;Osasuna;Murcia;1;0;
67;Pontevedra;Cadiz;2;1;
67;Rayo Vallecano;Valencia B;1;1;
67;Sant Andreu;Elche;3;1;
67;Tenerife;Logrognes;3;0;
68;Cadiz;Gimn. Tarragon;1;1;
68;Cordoba;Cult. Leonesa;2;2;
68;Elche;Barakaldo;1;0;
68;Logrognes;Hercules;1;2;
68;Rac. Santander;Tenerife;2;1;
68;Sabadell;Murcia;3;3;
68;Sant Andreu;Osasuna;3;3;
68;Sevilla;Mallorca;2;0;
68;Valencia B;Pontevedra;1;0;
68;Valladolid;Rayo Vallecano;0;1;
69;Barakaldo;Sant Andreu;1;1;
69;Cult. Leonesa;Cadiz;1;1;
69;Gimn. Tarragon;Valencia B;2;0;
69;Hercules;Rac. Santander;5;2;
69;Mallorca;Elche;2;2;
69;Murcia;Logrognes;1;0;
69;Osasuna;Sabadell;1;3;
69;Pontevedra;Valladolid;3;0;
69;Rayo Vallecano;Sevilla;2;1;
69;Tenerife;Cordoba;1;0;
70;Barakaldo;Osasuna;3;0;
70;Cadiz;Tenerife;0;0;
70;Cordoba;Hercules;4;2;
70;Elche;Rayo Vallecano;0;1;
70;Logrognes;Sabadell;1;1;
70;Rac. Santander;Murcia;0;0;
70;Sant Andreu;Mallorca;0;1;
70;Sevilla;Pontevedra;5;2;
70;Valencia B;Cult. Leonesa;1;2;
70;Valladolid;Gimn. Tarragon;3;0;
71;Cult. Leonesa;Valladolid;2;1;
71;Gimn. Tarragon;Sevilla;0;1;
71;Hercules;Cadiz;0;1;
71;Logrognes;Osasuna;2;1;
71;Mallorca;Barakaldo;1;1;
71;Murcia;Cordoba;1;0;
71;Pontevedra;Elche;0;2;
71;Rayo Vallecano;Sant Andreu;4;1;
71;Sabadell;Rac. Santander;3;0;
71;Tenerife;Valencia B;1;1;
72;Barakaldo;Rayo Vallecano;2;2;
72;Cadiz;Murcia;0;1;
72;Cordoba;Sabadell;0;0;
72;Elche;Gimn. Tarragon;1;0;
72;Osasuna;Mallorca;1;1;
72;Rac. Santander;Logrognes;3;0;
72;Sant Andreu;Pontevedra;2;3;
